name,status
BizGround,operating
Sporting Mouth,operating
First Rate Medical Transportation,operating
Rezzcard,operating
Giiv,operating
Renrendai,operating
Limejump,closed
Shop Airlines,closed
GetQd,operating
Baitianshi,operating
Traveling Spoon,operating
Somewhere,operating
Butterfly Health,operating
Sphero,operating
Zomazz,operating
Kibbit,operating
Buddytruk,operating
GrowGeneration,operating
FOURward Thought,operating
tomoguides,operating
Bungles Jungles,operating
Affordit.com,operating
Flexeye,closed
Hashdoc,closed
Owensboro Grain,operating
Tailored Games,operating
Bubbles,operating
Ubidyne,operating
Snowman,operating
Skyview Records,operating
Sparkle.cs,operating
Shanghai Kidstone Network Technology,operating
healthfinch,operating
MyNewFinancialAdvisor,operating
Buck Mason,operating
Erle Robotics,operating
Hive guard unlimited,closed
simplifyMD,operating
Satin Creditcare Network Limited (SCNL),closed
Moow.life - all interesting nearby!,operating
YoVivo,closed
Uniplaces,operating
Valued Relationships,operating
Revetto,operating
vindenmed,operating
SocialNature,operating
Maestrano,operating
Keego,closed
truedash,operating
Sendio,operating
Data Virtuality,operating
Saiguo,operating
Orion Systems Integrators,operating
Unifyo,operating
Enerskin,closed
SaaSMAX Corp.,operating
Splice,operating
imbookin (Pogby),operating
Vue Technology,operating
MediaHound,operating
uShip,operating
HeadBox,operating
Epion Health,operating
D7 Sounds LLC,operating
Naiku,operating
Make YES! Happen,operating
Stratos Genomics,operating
LifeSite,closed
DoneBy,operating
KWAD,operating
SocialSource,operating
IntelliPath,operating
STUDYINBUDAPEST MOBILE APP,operating
Remington Arms Company,operating
PrepClass,operating
Cloak,operating
Hydrophi,operating
BLAZER & FLIP FLOPS,operating
NULATO,closed
amBX,operating
Telit Wireless Solutions,operating
Mobile Action,closed
Switchfly,operating
Microvi Biotechnologies,operating
J-Kan,operating
Curbside,operating
Kallik,operating
Geosense,operating
C-way,operating
Goods Platform,closed
Enbrite.ly,operating
Broadway Networks,operating
Five Delta,closed
Algae International Group,operating
Catfoxtail,closed
GLAMSQUAD,operating
Reata Pharmaceuticals,operating
DateMyFamily.com,closed
Phonitive - Touchalize,operating
Toured,operating
China Precision Technology,operating
CanadaStays.com,operating
Candescent Healing,operating
Zenring,operating
HandUp PBC,operating
UnFlete.com,operating
Newsreps,operating
Aware Labs,operating
Tailwind,operating
Local ID,closed
CCRM,closed
DonorPath,operating
Kriibs !,operating
Green Highland Renewables,operating
Retalika,operating
ShutterCal,operating
ITpreneurs,operating
Mobile Complete,operating
Skyroam,operating
OpenHatch,operating
Driversiti,operating
Tonara,operating
Protea Biosciences Group,closed
Onkos Surgical,operating
RILOS,operating
HasGeek,operating
One Signal,operating
Voyant Technologies,operating
NaHere,closed
Cyrba,operating
Virtual Instruments Corporation,operating
Handa Pharmaceuticals,operating
CIDCO,operating
Syntonic,closed
RECLO,operating
Arius Research,operating
TrabajoPanel,operating
Scripped,closed
Woods Hole Oceanographic Institute,operating
Carmudi,operating
LifeWave,operating
Newgen Payments,operating
AR Devices,closed
Harvest Exchange,operating
Sookasa,operating
Vigour.io,closed
Kickanotch mobile,operating
Trapster,operating
Entellium,operating
Lifetrack Medical Systems,operating
Bluapp,operating
Little Green Windmill,operating
Hydro66,operating
Lantern,closed
Tweetwall,operating
Referly,operating
Lasso Excite,operating
Progressive Care,operating
TQSurvey,operating
PoochPal,operating
EQUIP Advantage,operating
Intuit,operating
Sounday,operating
Expert TA,operating
MassRoots,operating
Filtr8,closed
Andel,operating
Pantero,operating
HemoSonics,operating
The Hive Group,operating
CiteeCar,operating
DeskActive,operating
Elation Media,operating
Trinean,operating
Stack Exchange,operating
Yoomba,operating
iCreate,operating
American Health Supplies,operating
Nanjing Ruiyue Information Technology,closed
LilyMedia,operating
SP Nano Ltd.,operating
LeanIX,operating
Kids Calendar,operating
Ysance,operating
im3D,operating
Cisco,operating
Red Sky Lab,operating
CellPoint Diagnostics,operating
Matlach Investments,closed
Klikin,operating
imagine,operating
Handle My Health,operating
pg40 Consulting Group,operating
PacketSled,operating
Muzooka,operating
CyrusOne,operating
OfferJar,operating
Signpath Pharma,operating
Auvik Networks Inc.,operating
Widgetbox,operating
mSeller,operating
Carnet de Mode,operating
Infinis Energy,operating
Beats Electronics,operating
Attractive Black Singles LLC,operating
Annelutfen.com,operating
CeloNova,operating
Tour Raiser,operating
Workday,operating
"Zebit, Inc.",operating
PanXchange,operating
Mariam Medical,operating
Eseye,operating
Alminder,closed
Adeptence,operating
Qnergy,operating
OneCard,closed
SchemaLogic,operating
Exacter,operating
Vestiage,closed
GridCure,closed
eSecure Systems,closed
D3 Technology,operating
World Energy Labs,closed
Bookity,operating
Sinch,operating
Sensors for Medicine and Science,operating
Life360,operating
MDLIVE,operating
Kireego,operating
SMILE,operating
Profyle,operating
CloudEndure,closed
BuyerMLS,operating
Cohero Health,operating
TagSeats,operating
NetPress Digital,operating
Geelbe,operating
Adamas Pharmaceuticals,operating
MagniFinance,operating
Bluescop,operating
Linkurious,operating
ATrillion-Semantix,operating
Lane15 Software,operating
ROBOTIC PIPE REPAIR,operating
ABEJA,operating
YaSabe,operating
Left of the Dot Media Inc.,operating
Relievant Medsystems,closed
Lawrence Livermore National Laboratory,operating
Hoodin,closed
gridComm,operating
Aperia Technologies,operating
ePlata,operating
Bullitt Group,operating
FID3,operating
Localize Direct,operating
Thereson S.p.A.,operating
ExaqtWorld,operating
Antares Vision,operating
ITC,operating
Dashba,operating
Capsenta,operating
Clzby,operating
Goodman Networks,operating
Body Details,operating
Kairos4,operating
hybris,operating
Yorder,operating
GeneQuine Biotherapeutics GmbH,operating
Yttro Mobile,operating
Xigen,operating
Rijuven,operating
Fotomoto,operating
Werkadoo,operating
Atmocean,operating
Justworks,operating
Astrid,closed
Genapsys,operating
800.COM,operating
Science Applications International Corporation (SAIC),operating
Akorri Networks,operating
Titansan,operating
Linksify,operating
Hitpost,operating
ChorPpay,operating
JobLeads,operating
Ascend Health,operating
Logentries,operating
Agnitus,closed
Clear Technology Systems,operating
Momentum Telecom,closed
"HouseGoat, Inc.",closed
A-Life Medical,operating
Xpreso Software Limited,operating
bettermarks,operating
Booklr,operating
E-Diversify Yourself,operating
Maple,operating
Pickatale,closed
Knyplex,closed
miroculus,closed
GetAutoBids,operating
Dryvax,operating
GoSkip,operating
QD Vision,operating
Planet Payment,operating
ticckle,operating
Grillin In The City,operating
VOSS Solutions,operating
Vizalytics Technology,operating
Amplimmune,operating
TripleMint,operating
Grasswire,operating
Dyer & Jenkins,closed
MEA/NEA,operating
Post.Bid.Ship,closed
Monis,operating
LS Plasma,closed
"Monoco, Inc.",operating
Sinequa,closed
iCelerate,operating
Smart Destinations,operating
Zeros & Ones,closed
Last Mile Connections,closed
Inoapps,closed
Hydro-Run,operating
DeepVu,operating
Reel,operating
Zuppler,operating
Axel Technologies,operating
THINK360,operating
Ofidium,operating
Shanghai Jade Tech,operating
Unveil Technologies,operating
Roomstorm (Formerly WalkSource),closed
Wego,operating
Squeakee,operating
Jott,operating
LivBlends,operating
Clear Flight Solutions,operating
Suitepad,operating
Vibrant Living Senior Day Care Center,operating
Pet Airways,operating
Philo Media,operating
Wooshii,operating
MicroDisplay,operating
Bookkeepity,operating
Bitave Lab,operating
Validus-IVC,operating
Bradshaw Propulsion,operating
Uversity,operating
RealMatch,operating
EnduraCare AcuteCare,operating
Aposense,operating
Gorilla Nation Media,operating
LevelFunded Health,operating
Geekangels,operating
Clear Guide Medical,closed
GymFlow,operating
Kitara Media,operating
SoundOut,operating
Celldex Therapeutics,operating
InstantLuxe,operating
Weesh,operating
1-800-DENTIST,operating
Corrpro Companies,operating
Yumit,closed
Inventorum,operating
DeciZium,operating
Ataxion,operating
Autism Acumen,operating
Collaborate.com,operating
Adspringr,operating
Duriana,operating
ChatWork,operating
Dublway,operating
Apps Genius,operating
MENABANQER,closed
Inuvo,operating
Coin.co,operating
Aprendum,operating
Brys & Edgewood,closed
USEREADY,operating
Ku6,operating
Advanced Microgrid Solutions,operating
CheckVentory Innovation,operating
magnify360,operating
Lypro Biosciences,operating
Sigma Networks,operating
Viewpost,operating
Tamecco,operating
IlluminOss Medical,operating
Sound Clips,closed
Gallery Player,operating
Calligo,operating
Elton Digital,closed
Stolen Couch Games,operating
Devcon Security Services,operating
TuneStars,operating
abcdexperts,operating
ASI System Integration,operating
Engage Resources,operating
Crestock,operating
Christini Technologies,operating
Wellness Corner,operating
KnexxLocal,operating
RF Code,operating
Abra,operating
Aria Retirement Solutions,closed
neoScores®,operating
Synthesys Research,operating
Loop Survey,operating
Scion Cardio Vascular,operating
Xchrisone Animation,operating
Hook Mobile,operating
Viigo,operating
Connect Technology Group,operating
BuyPlayWin,closed
MyColorScreen,operating
easyfolio,operating
leon nanodrugs,operating
QuantiSense,operating
Raptroop,closed
ProCure Treatment Centers,operating
Linc Global,operating
LEPOW,operating
Etalia,closed
Thermodata,operating
59Saniye,operating
Glidera,operating
BiddingForGood,operating
Grata,closed
Adtrade,operating
ATG Media (The Saleroom),closed
123Greetings,operating
Paragon Vision Sciences,operating
Presbyterian College,operating
Nanoscale Components,operating
dscovered,closed
Gotcha Ninjas,operating
Connecture,operating
Utopia,operating
Storee,operating
Care 24/7,closed
Bettyvision,operating
Shoplogix,operating
PresenterNet,operating
Coco's Coconut Company,operating
Veterati,operating
OfferUp,operating
NimbleHeart,operating
InboxFever,operating
CO Space,operating
Qoopl,operating
Measy,operating
Washa,closed
Impulse Monitoring,operating
Dianhuabang,operating
Polyplexx,operating
Juliet Marine Systems,operating
North Labs,operating
Impact,operating
Swift Navigation,operating
Maidou International,operating
Softlation,operating
Buy.On.Social,operating
Estate Assist,operating
GoGig,operating
Eğitim Online,closed
Social Game Universe,operating
Haystack TV,operating
Lincor Solutions,operating
Cinegif,operating
Matthew Walker Comprehensive Health Center,operating
Make My plate,operating
"GolfMDs, Inc.",operating
Med Condense,operating
Crowdwave,operating
Moultrie Tool Mfg Co,operating
FabriQate,operating
Teach4Life Consulting LL,operating
Root4,operating
Timeline Labs / TLL,operating
Spinlister,operating
Next New Networks,operating
Real Image Media Technologies,closed
Molcure,operating
Etsy,operating
Oncothyreon,operating
independenceIT,operating
The Zebra,operating
Benchmark Bank,operating
Washlava,operating
GlucoIQ,operating
Telespree,closed
Vaultoro,operating
Vidavee,operating
Radisens Diagnostics,operating
Biopsych Health Systems,operating
TapInfluence,operating
VICIS,operating
Magnoliamoda.com,operating
C2FO,operating
Livescribe,operating
Edyn,operating
Datalogix,operating
Karmic Labs,closed
Tokyo Otaku Mode,operating
"Trinity College, Dublin",operating
ivi.ru,closed
Leap In Entertainment,operating
Wagaduu!,operating
P-Cube,operating
Supplyworks,operating
Saviant Consulting,operating
Verisim,operating
The Style Club,operating
Miami Instruments,operating
ieCrowd,operating
Cupid-Labs,operating
Synergy Marketing,operating
Rental Kharma,operating
Zilyo,closed
Konnektid,operating
Indix,operating
Limin Chemical,operating
Eccentrade,operating
SalesBox Inc.,closed
Vivid Logic,operating
NeGoBuY,operating
Community Informatics,operating
BonzerDarg,operating
MeSixty,closed
Chorafarma,closed
Mira,operating
Guidebook,operating
Patents.com,operating
Eos Systems,operating
GetAgent,operating
Secure-NOK,operating
ev-social,operating
YourStreet,operating
"Enfold, Inc.",operating
Dali Wireless,operating
TripleTree,closed
Revere Software,operating
Spacio Pro,operating
Hyporex Technologies,operating
NextBank,operating
Cyph,closed
ENTRADE Energiesysteme AG,closed
Kloud Angels,operating
Gi FlyBike,operating
Carnivore Club Inc.,operating
RentMatch,operating
Digital Layers Inc.,operating
Healthy Harvest,operating
Sponsify,operating
SavaJe Technologies,operating
Eucon,operating
Relive,operating
Aider,closed
4Deep,operating
my6sense,operating
Seymour Innovative,operating
YinYangMap,operating
Digital Dream Labs,operating
Ponominalu.ru,closed
Maskoolin,operating
Jack Robie,operating
Ldger,operating
Bestaurant,operating
Synosure Games,closed
AppNeta,closed
Opternative,operating
nubelo,operating
Covercake,closed
Sgrouples,operating
NeonGrid (rebranded as DoneBy),operating
A Crowd of Monsters,operating
Tosk,operating
DoorMint,operating
Peanut Labs,operating
MD-IT,operating
ZapHour,operating
LatinRun,operating
Axalent,operating
cloudscreener.com,operating
Bloomerang,operating
Bug Bounty HQ,operating
SwiftKey,operating
A Bit Lucky,operating
Bacula,operating
Palladium Life Sciences,operating
Powered,operating
Glide Technologies,operating
PointCare,operating
Cadiou Engineering Services,operating
Motion PT Holdings,operating
Comprehend Systems,operating
Horse Collaborative,operating
Microventures,closed
produkte24.com,operating
SeeMedia,closed
MesoCoat,operating
Education Elements,operating
Allegiance Health Foundation,operating
University of Pittsburgh,closed
Maker Cloud,operating
LE TOTE,operating
vinclu Inc.,closed
Clearstream.TV,operating
WeFitter,operating
Eco Dream Venture,operating
Zillabyte,closed
JustOne Database Inc.,operating
AccuSilicon,operating
Viatar CTC Solutions,operating
HPC Brasil,operating
Mgv,closed
DTT,closed
UK Work Study,operating
Venture Shares,operating
EpiBiome,operating
Little Bird,operating
TechTribe,operating
2threads,closed
Shoppilot,operating
Goojet,operating
Araca,closed
BONDS.COM,operating
Paragonix Technologies,operating
IC Media Corporation,operating
Aston Club,operating
MedCPU,operating
Libboo,operating
Uranium Recovery Corporation,operating
MicroBlend Technologies,operating
Keaton Row,operating
Inovise Medical,closed
Delfmems,operating
TabSprint,operating
ChessCube.com,closed
Arvia Technology,operating
CrowdEngineering,operating
Divergence,operating
Raise Your Flag,operating
StarShooter,operating
Quewey,closed
tinyBuild GAMES,operating
Reelio,operating
AccuRev,operating
"Doost, Inc.",operating
